,text
127,"@bluelivesmtr 🇺🇸 I'm a big supporter of 
our police in this country. 
That said, this woman is 
a hero, as far as I'm 
concerned!!! 
Those animals needed her; 
she cared when no one else 
could be bothered. 
#ConfirmKavanaughNow 
#HurricaneFlorence2018 
#UNGA #MAGA 
#BlueLivesMatter"
128,"RT @BustedMic74: When #HurricaneFlorence2018 displaced my family, we had to travel to upstate NY to my hometown of Plattsburgh. While there, I took a stroll through SUNY Plattsburgh &amp; I thought this made for a pretty picture! 🙂 https://t.co/0abxMuGAcV"
129,Photos from 1st day back. #Pirates #PirateNation #HurricaneFlorence2018 #Lumbertonstrong https://t.co/LOOvXCoNTi https://t.co/DCQlRlhrnx
130,#HurricaneFlorence2018 #hurricaneflorencenc https://t.co/xHbmWglBzA
131,"RT @will_doran: When a coal ash pond started spilling last night, it appears that a @Waterkeeper team were the only ones actively watching. Duke Energy sent inspectors this morning, and DEQ has people on the way now. #HurricaneFlorence #HurricaneFlorence2018 https://t.co/KpID2YYdQs"
132,RT @TheRealOtisFuzz: Yaaaaaaaay too the peepul who helped this laydee and doggys!! #HurricaneFlorence2018 https://t.co/EPfuBty2Z7
133,RT @FOURPAWSUSA: Update #HurricaneFlorence2018 Our 1st donation drop off was delivered to Grand Strand Humane Society! They have 50 dogs and 80 cats in their shelter &amp; 40 dogs and 100 cats in foster care. Please support our on- going disaster relief mission https://t.co/XYsKg9c3rY https://t.co/pinHPoF8dk
134,"RT @mikeshinoda: A note on #HurricaneFlorence2018–the long road to recovery has just begun. Join @musicforrelief &amp; @eifoundation to help people, animals and communities in the #Carolinas https://t.co/pPruapyDzn"
135,FEMA Disaster Recovery Locator https://t.co/7A05BD22lX &amp; The Official Volunteer &amp; Donations Website HELP pipe Money back to FEMA today or #VOLUNTEER https://t.co/2HKBsipWGI #HurricaneFlorence2018 #hurricaneseason2018 #fema #disasterlocate #disasterelief
136,RT @WillsMaxwell: I’m excited to share the stage with my former bandleader @ddsluggers this Thursday! Come on out as we raise money for #HurricaneFlorence2018 relief with @LeslieCohenNC20 https://t.co/ViCpsWRTQ3
137,RT @ReneeANDSharon: A Helpful Article and Resources on How to Help Victims of Hurricane Florence #HurricaneFlorence2018 #VOLUNTEER #Fooddrives #assistance #howtohelp #hurricancehelp https://t.co/q0O8hG5zDg
138,Our thoughts and prayers are with the people who have been lost due to Hurricane Florence. #HurricaneFlorence2018
139,A Helpful Article and Resources on How to Help Victims of Hurricane Florence #HurricaneFlorence2018 #VOLUNTEER #Fooddrives #assistance #howtohelp #hurricancehelp https://t.co/q0O8hG5zDg
140,"RT @Kassasssss18: If everyone could have the heart to give, my grandparents really need it right now. 😞 RT and spread the message PLEASE! #HurricaneFlorence2018 https://t.co/zQ2kc1unDJ"
141,RT @ReneeANDSharon: Habitat for Humanity Disaster Response #VOLUNTEER #SUPPORT #DONATE for Hurricane Florence Gorden Helene Isaac #HurricaneFlorence2018 #hurricaneisaac #disasterrelief #florence https://t.co/Z97GbF5rP6
142,"Good to have you back #safely, Nubia, and all #SF responders! 

Thank you &amp; your #families for giving so much of yourselves toward helping our #neighbors in #NorthCarolina.

#MutualAid #CarolinaStrong #HurricaneFlorence2018 #OneTeamOneFight #resilience #recovery @Cal_OES https://t.co/LsiTzykGmd"
143,RT @FOURPAWSUSA: Update #HurricaneFlorence2018 Our 1st donation drop off was delivered to Grand Strand Humane Society! They have 50 dogs and 80 cats in their shelter &amp; 40 dogs and 100 cats in foster care. Please support our on- going disaster relief mission https://t.co/XYsKg9c3rY https://t.co/pinHPoF8dk
144,"A Great resource for Benefits for Disaster Relief, Unexployment Assistance &amp; More ALSO help for #HurricaneFlorence2018 #HurricaneFlorence #assistance #help #reliefinformation #floodingassistance https://t.co/NvKREL29w4"
145,Habitat for Humanity Disaster Response #VOLUNTEER #SUPPORT #DONATE for Hurricane Florence Gorden Helene Isaac #HurricaneFlorence2018 #hurricaneisaac #disasterrelief #florence https://t.co/Z97GbF5rP6
146,RT @ReneeANDSharon: Get assistance after Hurricane Florence Apply Online Today #disasterelief #oragnizations #flooding #hurricane https://t.co/GVefJNtF6X #HurricaneFlorence2018
147,Get assistance after Hurricane Florence Apply Online Today #disasterelief #oragnizations #flooding #hurricane https://t.co/GVefJNtF6X #HurricaneFlorence2018
148,RT @WillsMaxwell: I’m excited to share the stage with my former bandleader @ddsluggers this Thursday! Come on out as we raise money for #HurricaneFlorence2018 relief with @LeslieCohenNC20 https://t.co/ViCpsWRTQ3
149,@StephenAtHome Rescue Dog Rescue #hope7cc #florence #HurricaneFlorence2018 #HurricaneFlorence https://t.co/lFaraWKCs1
150,"RT @Viachain: VIACHAIN is Conducting PRESALE and Airdrop

GET  100% BONUS WHEN YOU BUY VPT TOKENS
 
~VISIT PINNED POST
~Like 
~Retweet Pinned 
~Comment your ETH address 

#airdrop #waves #Wavesplatform #AirdropAlert #Freecoin #FreeToken  #HurricaneFlorence2018 #WalangPasok #crypto"
151,"RT @StimsonEnvSec: A report from the First Street Foundation determined that 11,000 more homes were affected by #HurricaneFlorence2018's storm surge because of #SeaLevelRise since 1970. Without sea level rise, 20% of the homes damaged would not have been affected. 
https://t.co/2EZksrAvvz"
152,"RT @sdhumane: One of our Humane Officers, rescuing a cat in South Carolina. We are so grateful for our Emergency Response Team, helping animals impacted by #HurricaneFlorence2018 📷Meredith Lee/The HSUS https://t.co/FYTXeZvJMr"
153,RT @WillsMaxwell: I’m excited to share the stage with my former bandleader @ddsluggers this Thursday! Come on out as we raise money for #HurricaneFlorence2018 relief with @LeslieCohenNC20 https://t.co/ViCpsWRTQ3
154,RT @TardWatcher: @FEMA_Brock @NC_Governor @SenThomTillis @SenatorBurr @RepDavidRouzer FEMA is denying claims w/o inspection. Told cancer patient that his mold infested apt is habitable.Telling victims that their flooded homes are habitable. What a joke. Fix it. #Deception #HurricaneFlorence2018
155,RT @TardWatcher: @FEMA_Brock @SenJohnHoeven Fix the problem in NC. Your inspectors are not inspecting. Denying claims w/o inspection. #HurricaneFlorence #HurricaneFlorence2018
156,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
157,Who ate all the hurricane snacks? Is there a single uniformed BMI under 25? #eatwell #HurricaneFlorence2018 https://t.co/Dv5CLXF9WY
158,RT @kyledunnigan: #HurricaneFlorence2018 #HurricaneFlorenceNC #HurricaneFlorence #signlanguage #fakenews https://t.co/P1yKTqXk6s
159,"RT @RepTrentKelly: Mississippi National Guard soldiers and airmen are providing #HurricaneFlorence2018 recovery support along the east coast.  To learn more, please read my newsletter.  https://t.co/YayUoTMDm7  #MS01 https://t.co/vPPsBxU6f4"
160,@FoxNews @BrettKavanaugh @marthamaccallum #ConfirmKavanaughNow the tree fell on my house....and all i worried about was the Kavenaugh family..i am fine and God will take care of you too..#HurricaneFlorence2018 God bless you from NC https://t.co/wrpkZsVwQb
161,"RT @NHF_Magazine: Simply put, if China is forced to cull millions of pigs as they attempt to contain ASF, there will not be enough pork in the world. 
#China #AfricanSwineFever #NAFTA
#HurricaneFlorence2018

https://t.co/oSmeGeleMa https://t.co/CbXZmxDbep"
162,RT @WillsMaxwell: I’m excited to share the stage with my former bandleader @ddsluggers this Thursday! Come on out as we raise money for #HurricaneFlorence2018 relief with @LeslieCohenNC20 https://t.co/ViCpsWRTQ3
163,Post #HurricaneFlorence2018 mosquitoes got me going outside like https://t.co/76UszH4twK
164,"Does anyone know if there is a non GMO version of the post #HurricaneFlorence2018 mosquitoes? 

Or at least one that is smaller than my dog 

#itchy"
165,RT @kyledunnigan: #HurricaneFlorence2018 #HurricaneFlorenceNC #HurricaneFlorence #signlanguage #fakenews https://t.co/P1yKTqXk6s
166,RT @kyledunnigan: #HurricaneFlorence2018 #HurricaneFlorenceNC #HurricaneFlorence #signlanguage #fakenews https://t.co/P1yKTqXk6s
167,RT @mbrooksnc: Dr Jay Golden talks about ⁦@EastCarolina⁩ Small Business Recovery Center set up to help eNC post #HurricaneFlorence2018 ⁦⁦@ECUResearchVC⁩ #ECU #ECUUndaunted https://t.co/AFHbckmG6f
168,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
169,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
170,"#ShesAGoner #OurLove #HurricaneFlorence2018 
#FloodedAsFuck #AudiTT https://t.co/sZCtCon2Pu"
171,RT @WNCTravelIntel: #HurricaneFlorence2018 may be over but its ghost remains. If you or someone you know are affected check out these #DisasterRecovery centers in #NCFlood zone https://t.co/RCsqSCMqyO
172,"RT @donlemon: Storm chasing so you don’t have to.  See you on cnntonight 10pet.   #cnn #florence #hurricaneflorence #hurricaneflorence2018 #hurricane @ Myrtle Beach, South Carolina https://t.co/3byT14g09b"
173,"RT @donlemon: Storm chasing so you don’t have to.  See you on cnntonight 10pet.   #cnn #florence #hurricaneflorence #hurricaneflorence2018 #hurricane @ Myrtle Beach, South Carolina https://t.co/3byT14g09b"
174,RT @WillsMaxwell: I’m excited to share the stage with my former bandleader @ddsluggers this Thursday! Come on out as we raise money for #HurricaneFlorence2018 relief with @LeslieCohenNC20 https://t.co/ViCpsWRTQ3
175,RT @WillsMaxwell: I’m excited to share the stage with my former bandleader @ddsluggers this Thursday! Come on out as we raise money for #HurricaneFlorence2018 relief with @LeslieCohenNC20 https://t.co/ViCpsWRTQ3
176,River Walk in Myrtle Beach #HurricanceFlorence #HurricaneFlorence2018 #flooding #MyrtleBeach https://t.co/RyuTL2ZFQL
177,RT @KaylinSC: 🤔 Proof that #NeverTrumpers apparently pay no attention to detail &amp; see what they want to see. They retweeted it until someone corrected them &amp; they deleted it 😂  #HurricaneFlorence2018 #Trump2020 #MAGA @Education4Libs @realTylerZed thought you would appreciate this https://t.co/RwKM00LR9s
178,"RT @amb8500: Weakened to a tropical depression,
The southern/central Appalachians.
As it continued to chug,
And continued to dump,
Expected to produce
Some isolated areas.
#RIT #CW211 #HurricaneFlorence2018"
179,RT @amyrbrown12_amy: Why must NEIGHBORS continue to live in fear every time it rains #coalash #coalashneighbors #HurricaneFlorence2018 https://t.co/BeADeFZmKL
180,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
181,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
182,Why must NEIGHBORS continue to live in fear every time it rains #coalash #coalashneighbors #HurricaneFlorence2018 https://t.co/BeADeFZmKL
183,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
184,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
185,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
186,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
187,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
188,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
189,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
190,"RT @SamEdney4WNC: The majority in the #ncga not only refused to hold Duke Energy accountable for polluting drinking water, but gave them tax cuts &amp; rate increases. Time will tell how much the NC environment will suffer as a result. #ncpol #hurricaneflorence2018 #ncgov https://t.co/b4YF6QuFxB"
